name,price,location,link,Description,Property Address,Estate Name,Property Size,Condition,Furnishing,Attribute_1,Attribute_2,Attribute_3,Subtype,Agency Fee,Legal and Agreement Fee,Caution Fee,Total Fee,Service Charge Fee,Service Charge Covers,Pets,New Property,Total Rooms,Parking Space,Broker Fee,Facilities,Listing by,Furnished
"4bdrm Townhouse / Terrace in Osapa London, Lekki for rent", 7000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-townhouse-terrace-in-osapa-london-lekki-for-rent-mXjuXhqann8tOYIE2j76HZcz.html?page=19&pos=23&cur_pos=23&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=435,"Lovely 4 bedroom terrace duplex available for rent
: osapa london, lekki, lagos 
rent: n7m
legal: 10%
agency: 10%
caution: 10%(the pop in the room is currently being worked on).
total package :  (excluding sc)
property details 
- kitchen fully fitted
- 
- clean water
- 24 hours security
- fully fitted kitchen
- lovely neighborhood
- flood free area
- shower cubicle",Osapa London,Osapa London,1600sqm,Newly-Built,Unfurnished,Townhouse / Terrace,4 bedrooms,5 bathrooms,Semi-Detached,700000,700000,700000,2100000,,,,,,,,,,
6bdrm Duplex in Lekki Phase 1 for rent, 20000000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/6bdrm-duplex-in-lekki-phase-1-for-rent-5Z9iyPtdof8OcsQBz6MXBbL9.html?page=20&pos=3&cur_pos=3&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=438,"*S/Direct Brief* 
FOR LEASE:
Description: 6 Bedroom semi detached duplex with 2 room BQ, security gate house with a garage.
Location: Lekki Phase 1
Rent : ₦20m 
Agency fee 10% 
Legal fee 5%
Caution 10%
JB",Lekki phase 1,Lekki phase 1,500sqm,Fairly Used,Semi-Furnished,Duplex,6 bedrooms,6 bathrooms,,,,,,,,,,,,,,,
"5bdrm Duplex in Ikota, Lekki for rent", 8000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/5bdrm-duplex-in-ikota-lekki-for-rent-6E7fx2E2bRypKaXA9SyrB0uf.html?page=20&pos=6&cur_pos=6&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=441,"To Let!!
Beautiful Built 5 Bedroom Fully Detached Duplex !!
Location: ikota villa estate 
Rent: 8 M ( strictly 2 years upfront)
Agent: 10%
Legal :10%
Caution fee: 10%
Total:20,000,000",Ikota,Ikota,300sqm,Newly-Built,Unfurnished,Duplex,5 bedrooms,6 bathrooms,,800000,800000,800000,2400000,,,,,,,,,,
"4bdrm Shared Apartment in Apple Wood Estat, Lekki Phase 1 for rent", 1200000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-shared-apartment-in-apple-wood-estat-lekki-phase-1-for-rent-n6YgM8UYVVH7VigMEYqW2xAU.html?page=20&pos=9&cur_pos=9&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=444,A very good shared apartment in orchid road,orchid apple wood estat,apple wood estat,12sqm,Newly-Built,Semi-Furnished,Shared Apartment,4 bedrooms,4 bathrooms,,120,240,120,480,300,,,,,,,,,
4bdrm Duplex in Ikate Lekki for rent, 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikate-lekki-for-rent-cFeGIFuPo53x2AcwIk2i2kbt.html?page=20&pos=12&cur_pos=12&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=447,"Newly built 4Bedrooms Terrace duplex with excellent facilities in secured estate at Ikate Lekki Lagos is available for rent. 
Annual rent 6.5m
Agency 650k
Legal 650k
Caution 650k
service charge 1million",Ikate Lekki,ikate Lekki,1000sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
5bdrm Duplex in Osapa London for Rent, 8000000,"Lekki, Osapa london",https://jiji.ng/osapa-london/houses-apartments-for-rent/5bdrm-duplex-in-osapa-london-for-rent-wBVbzNYOQ2cfU0LV7s1Oatli.html?page=20&pos=15&cur_pos=15&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=450,"5 bedroom fully detached duplex with BQ and laundry room
Rent: N8 million (N7.5 million from the 2nd year 
location: Osapa London",Osapa London,,,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Admiralty Way, Lekki for Rent", 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-admiralty-way-lekki-for-rent-zTfDy3kBuNI6RJRYy20mu1Mt.html?page=20&pos=18&cur_pos=18&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=453,"Spacious 4 bedroom duplex with bq terress detached in a compound in lekki phase 1 with good facilities
well secured
good electricity
easy access
good road network
interlocked road 
nice environment
clean water supply",lekki phase 1,admiralty way,3000sqm,Fairly Used,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,600000,600000,600000,,70000,"security,lawma, cleaning,water treatment 70k monthly",Pets Allowed,,,,,,,
"4bdrm Duplex in Chevron, Lekki for Rent", 5500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-lekki-for-rent-eR6p7L2Zll22o9Bcy7GXlRPU.html?page=20&pos=21&cur_pos=21&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=456,"Available for rent. 
Newly built 4 bedroom semi-detached duplex in Chevron, Lekki lagos.
 Rent 5.5m, 
agency 10%
 legal 10% 
caution 5%","chevron, Lekki",chevron,,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
2bdrm Apartment in Lekki for rent, 4500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/2bdrm-apartment-in-lekki-for-rent-aTsbnt24HFf5xYTdMUDR8eSb.html?page=21&pos=1&cur_pos=1&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=459,"Newly Refurbished Spacious Self Serviced 2bedrooms Apartment For Rent
 Location: Ikate, Lekki, Lagos.
 
Caution Deposit: 10%
 Agency: 10%
 Legal: 10%
 *Description:*
- All Rooms Ensuite
- Self Serviced Apartment
- Stable Power Supply
- 24 Hours Security
- Fitted kitchen
- Dinning Section
- Family Lounge
- Good road
- Serene Environment
- Prime location
- Good neighborhood
- Clean Water
- Good drainage system","Ikate, Lekki.",,700sqm,Newly-Built,Unfurnished,Apartment,2 bedrooms,2 bathrooms,,,,,,,,,,,,,,,
9 Bedroom Detached House With 3 Bq For Sale At Victoria Island Lagos, 12000000,Victoria Island,https://jiji.ng/victoria-island/houses-apartments-for-rent/9-bedroom-detached-house-with-3-bq-for-sale-at-victoria-island-lagos-8vxgTgLX5CneTmefiszzsRjB.html?page=21&pos=4&cur_pos=4&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=462,"Letting-a massive 9bedrooms detached house with 3 rooms bq.
Off ligali ayorinde street vi",,,,,Furnished,Duplex,9 bedrooms,5 bathrooms,,,,,,,,,Yes,11+,Yes,Yes,,,
5bdrm Duplex in Ikoyi Boudilon for rent, 25000000,Ikoyi,https://jiji.ng/ikoyi-obalende/houses-apartments-for-rent/5bdrm-duplex-in-ikoyi-boudilon-for-rent-stfZqpsZ0ToSUR8mQTQBMLCm.html?page=21&pos=7&cur_pos=7&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=465,"5bedroom duplex newly built detached apartment with swimming pool and boys quarter, quite and secured environment",Ikoyi burdilon,Ikoyi boudilon,710sqm,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
3bdrm Townhouse / Terrace in Lekki Phase 2 for rent, 4000000,"Lekki, Lekki Phase 2",https://jiji.ng/lekki-phase-2/houses-apartments-for-rent/3bdrm-townhouse-terrace-in-lekki-phase-2-for-rent-mXnQ2F1hdueKINaFWjiLo0CC.html?page=21&pos=10&cur_pos=10&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=468,"Fully furnished 3 bedroom Terrace duplex for rent.
Location: orchid, 2nd toll gate, Lagos  
Features
- 24 Hours Security
- 14 Hours Electricity
- Fitted Kitchen
- Carport
- Interlocked Floor
- Water Heater
- Pop Ceiling
- Walk-in-shower
- Fully Serviced",2nd Toll gate orchid,,450sqm,Newly-Built,Unfurnished,Townhouse / Terrace,3 bedrooms,3 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Osapa London Estate, Lekki for Rent", 5500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-osapa-london-estate-lekki-for-rent-8kddnoREq6Fp4VsJ3JJz6sh5.html?page=21&pos=13&cur_pos=13&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=471,"Four bedroom semi detached house available for rent !!
Location Osapa lekki phase 2 
Breakdown 
Rent - 5.5 M 
Agency- 10 p 
Legal - 10 p 
Caution- 10 p",Osapa London Estate,Osapa London Estate,600sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,Pets Allowed,,,,,,,
Furnished 2bdrm Apartment in Ojodu for rent, 1500000,Ojodu,https://jiji.ng/ojodu/houses-apartments-for-rent/furnished-2bdrm-apartment-in-ojodu-for-rent-cSJLMQSF70St0GHjnPIXort0.html?page=21&pos=16&cur_pos=16&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=474,"Tastefully finished 2-bedroom flat with POP (upstairs) behind first bank, Ojodu. 
.
For more details on this property and others, you may please contact us today at Crestfield Consulting, Suite D29, Greenlands Plaza Beside Eternal Filling Station, Pen Cinema, Agege, Lagos",Behind first bank,Ojodu,100sqm,Newly-Built,Furnished,Apartment,2 bedrooms,2 bathrooms,,,,,,,,,,,,,,,
Furnished 4bdrm Townhouse / Terrace in Lekki for rent, 6000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-townhouse-terrace-in-lekki-for-rent-wk7dWQQGFjPGio7IYVyopRxM.html?page=21&pos=19&cur_pos=19&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=477,"House for rent
brief: fully serviced 4-bedroom terrace duplex
rent: n6m ( suitable for shortlet)
other charges
agency 10%
legal 10%
caution 500k
chevron, lagos",Chevron,,250sqm,Newly-Built,Furnished,Townhouse / Terrace,4 bedrooms,4 bathrooms,Semi-Detached,600000,600000,600000,1800000,,,,,,,,,,
"4bdrm Duplex in Royal Pine Estate,, Lekki for rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-royal-pine-estate-lekki-for-rent-aEECXsgmUZMUoRU8kKX9lFBD.html?page=21&pos=22&cur_pos=22&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=480,"Available for rent!!
brand new fully serviced 4 bedroom semi detached duplex with bq
royal pine estate, orchid road 
rent: 5m
sc: 480k
agency: 500k
legal: 500k
caution: 500k
total  6.980m
 24 hours light","Royal Pine Estate, Orchid Road","Royal Pine Estate, Orchid Road",600sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
3bdrm Apartment in Ikoyi for rent, 20000000,"Ikoyi, Old Ikoyi",https://jiji.ng/old-ikoyi/houses-apartments-for-rent/3bdrm-apartment-in-ikoyi-for-rent-6iCX01fbfwIIzNpbq9gtaIHK.html?page=22&pos=2&cur_pos=2&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=483,"to let
newly built and spaciously w and 3 bedroom apartment with bq,fitted kitchen,laundry room,study room,gym house and elevator.
location: old ikoyi
rent:
2 bedroom + bq: 18m
3 bedroom +bq/study room: 20m
service charge: ytd
agency: 10%
legal: 10%
caution: 5%
*semi direct brief*
baba jide",Old Ikoyi,Ikoyi,500sqm,Newly-Built,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,,,
"3bdrm Apartment in Oniru, Victoria Island for Rent", 8000000,Victoria Island,https://jiji.ng/victoria-island/houses-apartments-for-rent/3bdrm-apartment-in-oniru-victoria-island-for-rent-fbF4yNzxqo526XCGWtu0g5wF.html?page=22&pos=5&cur_pos=5&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=486,"Large and Beautiful 3bedrooms flat +BQ for rent in Oniru, Victoria island.
RENT: 8m
SERVICE CHARGE : 2.5M
Beautiful Features
*Swimming pool
*Gym 
*Large room size
*Ample parking space
*BQ
*POP Ceiling
*etc.
 For more information on this and other Luxurious houses, Call",Oniru,Oniru,160sqm,Newly-Built,Unfurnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,,,
3bdrm Apartment in Citiview Estate View for Rent, 1500000,"Ojodu, Berger",https://jiji.ng/berger/houses-apartments-for-rent/3bdrm-apartment-in-citiview-estate-view-for-rent-krYTAtebO7y4NoaubR92NgIx.html?page=22&pos=8&cur_pos=8&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=489,Well built 3 bedroom apartment available for Rent in Warwa citiview estate... Just 10mins drive from berger and 15min from alausa,Citiview Estate Warwa via berger,"citiview estate view berger, 10mins drive from berger",,Newly-Built,Semi-Furnished,Apartment,3 bedrooms,4 bathrooms,,,,,,,,No Pets,,,,,,,
"4bdrm Duplex in Alpha Beach, Lekki for rent", 4000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-alpha-beach-lekki-for-rent-65JUl84WI9xs7r9SkvDRu8eJ.html?page=22&pos=11&cur_pos=11&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=492,"Quality fully detached 4 bedroom duplex + a room bq duplex to let at Alpha beach road in a well secured estate. 
Rent 4m 
Agency fee 10%
Agreement 10%
Caution fee 400k
#Seantultmtad#","Alpha Beach, Lekki",Alpha Beach,350sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Chevron, Lekki for rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-chevron-lekki-for-rent-a3JkeKKADcImMwbsUi5JFTl9.html?page=22&pos=14&cur_pos=14&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=495,"Very Spacious 4 Bedroom Semi Detached Duplex with Big BQ for Rent  _(Self Serviced)_ 
 Chevron , Lekki
Rent: 5M Legal: 500k Agency: 500k Caution fee: 500k TOTAL  6.5M Very Good for Shared Apartment Business
#PropIconz","Chevron, Lekki",Chevron,450sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Ajah for rent, 5000000,Ajah,https://jiji.ng/ajah/houses-apartments-for-rent/4bdrm-duplex-in-ajah-for-rent-yR8trIuFqDKyTAwknLBvEx2K.html?page=22&pos=17&cur_pos=17&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=498,"4 bedroom Semi detached for rent
With a BQ
Location: Olokola
Rent: 5m
Inside a secured eatate
Agency: 10%
Legal: 10%
Caution : 300k
No service charge
Self serviced",Olokola,,600sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
3bdrm Apartment in Lekki for rent, 15000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/3bdrm-apartment-in-lekki-for-rent-1zF1JIBCnzYWfTdUM5FCfXj7.html?page=22&pos=20&cur_pos=20&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=501,"FOR RENT! 
Lovely 3 Bedroom Apartment
Location- Ikoyi, Lagos 
Service Charge - Undecided
Caution - 10%
Agency - 10% 
Legal - 10%
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security
‐ [x] Swimming Pool
- [x] Balcony
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
For more information and enquiries 
#shelterforyouproperties #lekkirealtor #lekkiagent #luxuryhousesforsale #homebuyers #firsttimehomebuyer #realestateagent #4bedroomfullydetachedduplexforsale #5bedroomfullydetachedduplexforsale #lagosrealestate #propertyagents #explorerealestate #explorepage #viralpost #ukrealestateinvestment #newsupdate #blogs #3bedroomforrent #apartmentforrent #househunting #housesearch",Ikoyi,,500sqm,Newly-Built,Semi-Furnished,Apartment,3 bedrooms,3 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 8500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-8bt5Zh2KrT5BpHKJQX9GNoqA.html?page=22&pos=23&cur_pos=23&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=504,"FOR RENT! 
Lovely 4 Bedroom Semi Detached Duplex 
Location- Ikate, Lekki
Rent 
Service Charge - monthly 
Caution - 
Agency - 
Legal - 
Property Features: 
- [x] Room ensuite 
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] 24hrs Security
- [x] 18hrs Electricity 
- [x] Swimming Pool
- [x] BQ
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
For more information and enquiries
#shelterforyouproperties #lekkirealtor #lekkiagent #luxuryhousesforsale #homebuyers #firsttimehomebuyer #realestateagent #4bedroomfullydetachedduplexforsale #5bedroomfullydetachedduplexforsale #lagosrealestate #propertyagents #explorerealestate #explorepage #viralpost #ukrealestateinvestment #newsupdate #blogs #4bedroom",Ikate,,500sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
5bdrm Duplex in Chevron for rent, 7000000,"Lekki, Chevron",https://jiji.ng/chevron/houses-apartments-for-rent/5bdrm-duplex-in-chevron-for-rent-gdmBy0aTkMr9R1wI4Xz8bZEu.html?page=23&pos=3&cur_pos=3&ads_per_page=22&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=507,"Chisom 5bedroom fully detached duplex for rent 
amenities: 
- [ ] fitted kitchen with accessories 
- [ ] modern day pop ceiling 
- [ ] detailed finishing 
- [ ] wardrobes 
- [ ] cctv 
- [ ] water heater
- [ ] heat extractor
- [ ] bq 
location: chevron lekki 
price: 7m per annum 
10 percent agency 
10 percent legal 
5 percent caution","Chevron,lekki",Chevron,500sqm,Newly-Built,Semi-Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Ikota for rent, 5500000,"Lekki, Ikota",https://jiji.ng/ikota/houses-apartments-for-rent/4bdrm-duplex-in-ikota-for-rent-83Xci7G9wV2NanHwVbFi5xCR.html?page=23&pos=7&cur_pos=7&ads_per_page=22&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=511,"*Brand New Luxury 4bedroom semi detached duplex with bq*
*Location - Lekki county homes Ikota* 
*Rent-5.5m*
*Agency fee-10%*
*Legal fee-10%*
*Refundable Caution fee-10%*",Lekki county homes,,500sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Ikota, Lekki for Rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikota-lekki-for-rent-8tUWNevbI98tV69pwkyCz6kD.html?page=23&pos=9&cur_pos=9&ads_per_page=22&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=513,"FOR SALE 
4Bedroom Fully Detached With a Bq 
Location: Ikota 
Rent: 5Million
Agency: 10%
Legal: 10%
Caution: 400k","Ikota, Lekki",Ikota,500sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for Rent, 6500000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-iSZZrQ5e1RPq3fhS3zDrbHKS.html?page=23&pos=14&cur_pos=14&ads_per_page=22&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=518,"Brand new 4 bedroom detached duplex with bq for rent around admiralty lekki phase1.
Agency fee: 10%
caution fee: 10%",Lekki Phase 1,,,,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Ikota Gra, Lekki for Rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-ikota-gra-lekki-for-rent-tW5erSdm36ibHvKkD6RV0BnG.html?page=23&pos=16&cur_pos=16&ads_per_page=22&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=520,"TO LET
Newly built 4 Bedroom Semi-Detached Houses with Boy’s Quarters situated at Ikota GRA, Lekki",Ikota GRA,Ikota GRA,450sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Freedom Way, Lekki Phase 1 for Rent", 5500000,"Lekki, Lekki Phase 1",https://jiji.ng/lekki-phase/houses-apartments-for-rent/4bdrm-duplex-in-freedom-way-lekki-phase-1-for-rent-iEAiODd3aDVqVfSu1CftHokG.html?page=23&pos=19&cur_pos=19&ads_per_page=22&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=523,"Well maintained spacious 4 bedroom flat upstairs available to let in ikate with seeet features
good road interlocked and network
good accessibility and proximity
good electricity
secured environment and clean environment
Clean water supply",ikate,freedom way,3000sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,6 bathrooms,,550000,550000,550000,,1200000,"diesel for 1yr, security,lawma, cleaning,water treatment and other features",Pets Allowed,,,,,,,
"Furnished 4bdrm Duplex in White Oak Estate, Ologolo for rent", 6500000,"Lekki, Ologolo",https://jiji.ng/ologolo/houses-apartments-for-rent/furnished-4bdrm-duplex-in-white-oak-estate-ologolo-for-rent-1o3cpBdbr6EvYtzww2ZXIRz0.html?page=23&pos=22&cur_pos=22&ads_per_page=22&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=526,"A premium Four bedroom semi detached fully furnished duplex with bq for rent in White Oak Estate off Ologolo road, all rooms ensuite with guest toilet,24 hours light,well paved road, adequate parking, interlocked compound, Pop ceiling, kitchen cabinets,screeded walls,borehole water 
Rent 6.5m
reckn",White Oak Estate,White Oak Estate,380sqm,Fairly Used,Furnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"1bdrm Apartment in Lekki Palm City, Ajah for rent", 1100000,Ajah,https://jiji.ng/ajah/houses-apartments-for-rent/1bdrm-apartment-in-lekki-palm-city-ajah-for-rent-dRhTr3QS9389foIQu6myNbll.html?page=24&pos=3&cur_pos=3&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=529,"For rent ! 
fully- serviced one bedroom apartment.
location: ado road , lagos.  
price:
rent - n1,100,00
_____________________________________________
features:
- detailed finishing 
- room en-suite 
- fitted kitchen 
- washing machine 
- ac’s 
- extractor 
- induction cooker 
- smoke detectors
- walk in shower 
- water heater
- cctv cameras 
- dstv ( plug and play)
- water treatment plant 
- 24hrs power
- 24hrs security 
- serene environment
- adequate parking space 
_______________________________","Lekki Palm City,Ajah",Lekki Palm City estate,200sqm,Fairly Used,Semi-Furnished,Apartment,1 bedroom,1 bathroom,,,,,,,,,,,,,,,
Furnished 3bdrm Apartment in Victoria Island Extension for rent, 9500000,"Victoria Island, Victoria Island Extension",https://jiji.ng/victoria-island-extension/houses-apartments-for-rent/furnished-3bdrm-apartment-in-victoria-island-extension-for-rent-5VsEaeYFbhUxaK2yQ47yozqH.html?page=24&pos=6&cur_pos=6&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=532,This property can be rent without the furnished it’s your choice.,Oniru,,500sqm,Fairly Used,Furnished,Apartment,3 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
"2bdrm Block of Flats in 19Th Road, Festac for rent", 1700000,"Amuwo-Odofin, Festac",https://jiji.ng/festac/houses-apartments-for-rent/2bdrm-block-of-flats-in-19th-road-festac-for-rent-nzGVI6VnUq8vH7lpPSxf8viS.html?page=24&pos=9&cur_pos=9&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=535,The service charge is for lawma and security,6th Avenue festac Town,19th Road,1000sqm,Newly-Built,Unfurnished,Block of Flats,2 bedrooms,2 bathrooms,,10,10,10,30,,,,,,,,,,
Furnished 5bdrm Duplex in Lekki Phase One for Rent, 12000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/furnished-5bdrm-duplex-in-lekki-phase-one-for-rent-3q3Z2VLlBNEs4Vsl8KhKVI0L.html?page=24&pos=12&cur_pos=12&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=538,"FOR RENT 5 BEDROOM DETACHED DUPLEX WITH 2 ROOMS BQ BQ WITHIN A SERENE NEIGHBOURHOOD (Suitable for Residential or Commercial)
Location: Lekki PHASE 1, Lagos 
 Price: N12M per year (2years required)
Other charges:
- Agency: 10%
- Legal: 10%
- Caution: 10%
Features:
- All rooms ensuite 
- Fitted kitchen 
- 2rooms bq 
- Stamp concrete floor 
- 24hrs security
- carpark of 4
- Shower cubicles 
- Balconies
- water heaters
-water treatment plant
- Dining area 
•",Lekki Phase one,Lekki Phase one,1000sqm,Fairly Used,Furnished,Duplex,5 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
"4bdrm Duplex in Conservation Road, Lekki for Rent", 5000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-conservation-road-lekki-for-rent-2zEYUf7QSHsUJUPeUqvaZv4K.html?page=24&pos=15&cur_pos=15&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=541,"Newly build, 4 bedroom semi-detached duplex in a serene and habitable environment.
Rent: 5m
Agency: 500k
Legal: 250k
Caution: 500k
SC: NYD","conservation road, Lekki",conservation road,250sqm,Newly-Built,Unfurnished,Duplex,4 bedrooms,5 bathrooms,,,,,,,,,,,,,,,
4bdrm Duplex in Lekki for rent, 7000000,Lekki,https://jiji.ng/lekki/houses-apartments-for-rent/4bdrm-duplex-in-lekki-for-rent-wkfuP8KDITAYLLQQWKDpCb6L.html?page=24&pos=18&cur_pos=18&ads_per_page=23&ads_count=15807&lid=FOXK95B7VIvKP0sP&indexPosition=544,"FOR RENT! 
Lovely 4 Bedroom Semi Detached Duplex 
Location- Ikota, Lekki
Rent - N7million
Caution -
Agency - 10% 
Legal - 10%
Property Features:
- [x] Room ensuite 
- [x] Large Living Room
- [x] Large Master's Room
- [x] BQ
- [x] Bathtub
- [x] Walk-in Shower
- [x] Heat Extractor 
- [x] Wated Heater
- [x] Visitors toilet 
- [x] Fitted Kitchen
- [x] Very Secured Estate 
- [x] Ample Parking Space 
- [x] Wardrobe 
- [x] Kitchen cabinet
For more information and enquiries070XXXXXXXX",Ikota,,500sqm,Newly-Built,Semi-Furnished,Duplex,4 bedrooms,4 bathrooms,,,,,,,,,,,,,,,
